session_id,purchase_probability,intent_segment,recommended_action,actual_revenue,customer_cluster,behavior_segment,decision_priority,campaign_type,suggested_channel,chatbot_route
11439,0.3451054,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
3313,0.010338686,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
9311,0.20670961,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
11899,0.08311873,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
6919,0.034353763,Low Intent,Retarget with awareness ad or product education,0,0,Low Engagement Browsers,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
3808,0.005382334,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
3214,0.3334117,Low Intent,Retarget with awareness ad or product education,0,2,High-Value Intent Users,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
2779,0.0034566578,Low Intent,Retarget with awareness ad or product education,0,0,Low Engagement Browsers,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
1527,0.95940185,High Intent,Send checkout reminder or limited-time offer,1,2,High-Value Intent Users,Priority 1 - Immediate Conversion,Conversion Campaign,Email + SMS,checkout_support
568,0.0007107039,Low Intent,Retarget with awareness ad or product education,0,0,Low Engagement Browsers,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
9913,0.37684253,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
1701,0.008392424,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
11070,0.22624321,Low Intent,Retarget with awareness ad or product education,1,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
4091,0.0003969453,Low Intent,Retarget with awareness ad or product education,0,0,Low Engagement Browsers,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
12171,0.08983241,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
8336,0.30531758,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
7246,0.03392216,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
8796,0.80149823,High Intent,Send checkout reminder or limited-time offer,0,2,High-Value Intent Users,Priority 1 - Immediate Conversion,Conversion Campaign,Email + SMS,checkout_support
8625,0.33621424,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
3832,0.0040338724,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
7729,0.98307806,High Intent,Send checkout reminder or limited-time offer,1,1,Moderate Interest Visitors,Priority 2 - Strong Conversion Opportunity,Retargeting + Offer Campaign,Email + Meta Retargeting Ads,product_benefits
4904,0.0008828624,Low Intent,Retarget with awareness ad or product education,0,0,Low Engagement Browsers,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
8738,0.19895416,Low Intent,Retarget with awareness ad or product education,1,2,High-Value Intent Users,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
9085,0.051775414,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
937,0.98002774,High Intent,Send checkout reminder or limited-time offer,1,1,Moderate Interest Visitors,Priority 2 - Strong Conversion Opportunity,Retargeting + Offer Campaign,Email + Meta Retargeting Ads,product_benefits
7757,0.021139562,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
7137,0.19127305,Low Intent,Retarget with awareness ad or product education,0,2,High-Value Intent Users,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
8307,0.22909229,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
1352,0.00897022,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
5216,0.42814913,Medium Intent,Send educational content about Nattoguard benefits,0,2,High-Value Intent Users,Priority 2 - Strong Conversion Opportunity,Retargeting + Offer Campaign,Email + Meta Retargeting Ads,product_benefits
4171,0.011542748,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
206,0.01088221,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
8471,0.87799674,High Intent,Send checkout reminder or limited-time offer,1,2,High-Value Intent Users,Priority 1 - Immediate Conversion,Conversion Campaign,Email + SMS,checkout_support
7265,0.18300258,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
7512,0.15289089,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
11185,0.15280955,Low Intent,Retarget with awareness ad or product education,1,2,High-Value Intent Users,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
1148,0.98266304,High Intent,Send checkout reminder or limited-time offer,1,1,Moderate Interest Visitors,Priority 2 - Strong Conversion Opportunity,Retargeting + Offer Campaign,Email + Meta Retargeting Ads,product_benefits
10138,0.8867655,High Intent,Send checkout reminder or limited-time offer,1,2,High-Value Intent Users,Priority 1 - Immediate Conversion,Conversion Campaign,Email + SMS,checkout_support
3553,0.00385725,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
9716,0.098286435,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
2840,0.00456756,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
9148,0.18095766,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
5578,0.43763766,Medium Intent,Send educational content about Nattoguard benefits,0,1,Moderate Interest Visitors,Priority 3 - Education Needed,Educational Nurture Campaign,Email Newsletter / Product Education,digestive_health_education
8616,0.9549347,High Intent,Send checkout reminder or limited-time offer,0,1,Moderate Interest Visitors,Priority 2 - Strong Conversion Opportunity,Retargeting + Offer Campaign,Email + Meta Retargeting Ads,product_benefits
1608,0.0116877975,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
10101,0.3924487,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
4204,0.2426524,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
6175,0.013391822,Low Intent,Retarget with awareness ad or product education,0,0,Low Engagement Browsers,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
4986,0.0038245292,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
10852,0.8676986,High Intent,Send checkout reminder or limited-time offer,0,1,Moderate Interest Visitors,Priority 2 - Strong Conversion Opportunity,Retargeting + Offer Campaign,Email + Meta Retargeting Ads,product_benefits
844,0.9036924,High Intent,Send checkout reminder or limited-time offer,0,1,Moderate Interest Visitors,Priority 2 - Strong Conversion Opportunity,Retargeting + Offer Campaign,Email + Meta Retargeting Ads,product_benefits
1166,0.023753796,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
8417,0.1806499,Low Intent,Retarget with awareness ad or product education,0,2,High-Value Intent Users,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
7956,0.9780165,High Intent,Send checkout reminder or limited-time offer,1,1,Moderate Interest Visitors,Priority 2 - Strong Conversion Opportunity,Retargeting + Offer Campaign,Email + Meta Retargeting Ads,product_benefits
4226,0.007034098,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
786,0.6389964,Medium Intent,Send educational content about Nattoguard benefits,0,2,High-Value Intent Users,Priority 2 - Strong Conversion Opportunity,Retargeting + Offer Campaign,Email + Meta Retargeting Ads,product_benefits
6127,0.1488682,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
6421,0.44926727,Medium Intent,Send educational content about Nattoguard benefits,0,1,Moderate Interest Visitors,Priority 3 - Education Needed,Educational Nurture Campaign,Email Newsletter / Product Education,digestive_health_education
5290,0.670218,Medium Intent,Send educational content about Nattoguard benefits,1,2,High-Value Intent Users,Priority 2 - Strong Conversion Opportunity,Retargeting + Offer Campaign,Email + Meta Retargeting Ads,product_benefits
7955,0.106292546,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
3465,0.0016145401,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
6069,0.012593016,Low Intent,Retarget with awareness ad or product education,0,0,Low Engagement Browsers,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
9161,0.19207795,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
10072,0.43996438,Medium Intent,Send educational content about Nattoguard benefits,0,1,Moderate Interest Visitors,Priority 3 - Education Needed,Educational Nurture Campaign,Email Newsletter / Product Education,digestive_health_education
8082,0.09426959,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
11106,0.80347544,High Intent,Send checkout reminder or limited-time offer,0,1,Moderate Interest Visitors,Priority 2 - Strong Conversion Opportunity,Retargeting + Offer Campaign,Email + Meta Retargeting Ads,product_benefits
4563,0.0048363544,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
1410,0.01985086,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
7458,0.9423853,High Intent,Send checkout reminder or limited-time offer,1,1,Moderate Interest Visitors,Priority 2 - Strong Conversion Opportunity,Retargeting + Offer Campaign,Email + Meta Retargeting Ads,product_benefits
10667,0.22847696,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
10578,0.004190163,Low Intent,Retarget with awareness ad or product education,0,0,Low Engagement Browsers,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
10992,0.16850047,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
10357,0.01652117,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
4464,0.004674043,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
5423,0.32751778,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
432,0.009480791,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
3019,0.0010682275,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
11000,0.25134927,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
11740,0.06710996,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
1785,0.017697943,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
831,0.013860167,Low Intent,Retarget with awareness ad or product education,0,2,High-Value Intent Users,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
5614,0.028706733,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
6532,0.9890177,High Intent,Send checkout reminder or limited-time offer,1,1,Moderate Interest Visitors,Priority 2 - Strong Conversion Opportunity,Retargeting + Offer Campaign,Email + Meta Retargeting Ads,product_benefits
5412,0.6406881,Medium Intent,Send educational content about Nattoguard benefits,0,2,High-Value Intent Users,Priority 2 - Strong Conversion Opportunity,Retargeting + Offer Campaign,Email + Meta Retargeting Ads,product_benefits
8664,0.031469945,Low Intent,Retarget with awareness ad or product education,0,0,Low Engagement Browsers,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
11314,0.29610527,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
11,0.01952447,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
10327,0.32862636,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
2630,0.0047439095,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
2718,0.013028041,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
1980,0.016975654,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
1468,0.014399684,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
12020,0.28660896,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
10966,0.19052243,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
3594,0.003156895,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
6047,0.08071396,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
4170,0.5905364,Medium Intent,Send educational content about Nattoguard benefits,0,2,High-Value Intent Users,Priority 2 - Strong Conversion Opportunity,Retargeting + Offer Campaign,Email + Meta Retargeting Ads,product_benefits
3384,0.0077889343,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
4158,0.0019002018,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
1520,0.023796078,Low Intent,Retarget with awareness ad or product education,0,2,High-Value Intent Users,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
2050,0.0044918717,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
8676,0.2213531,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
11795,0.021443592,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
3603,0.004619836,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
2958,0.82774705,High Intent,Send checkout reminder or limited-time offer,0,1,Moderate Interest Visitors,Priority 2 - Strong Conversion Opportunity,Retargeting + Offer Campaign,Email + Meta Retargeting Ads,product_benefits
4061,0.98917425,High Intent,Send checkout reminder or limited-time offer,1,1,Moderate Interest Visitors,Priority 2 - Strong Conversion Opportunity,Retargeting + Offer Campaign,Email + Meta Retargeting Ads,product_benefits
9051,0.19237849,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
9990,0.064638,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
7353,0.8478333,High Intent,Send checkout reminder or limited-time offer,0,1,Moderate Interest Visitors,Priority 2 - Strong Conversion Opportunity,Retargeting + Offer Campaign,Email + Meta Retargeting Ads,product_benefits
11772,0.0067063533,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
3189,0.015532379,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
8111,0.42676044,Medium Intent,Send educational content about Nattoguard benefits,1,1,Moderate Interest Visitors,Priority 3 - Education Needed,Educational Nurture Campaign,Email Newsletter / Product Education,digestive_health_education
4373,0.011983593,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
1858,0.023980517,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
3295,0.001351673,Low Intent,Retarget with awareness ad or product education,0,0,Low Engagement Browsers,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
4586,0.97846746,High Intent,Send checkout reminder or limited-time offer,1,1,Moderate Interest Visitors,Priority 2 - Strong Conversion Opportunity,Retargeting + Offer Campaign,Email + Meta Retargeting Ads,product_benefits
711,0.009614841,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
9963,0.019449458,Low Intent,Retarget with awareness ad or product education,0,0,Low Engagement Browsers,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
5430,0.16865025,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
10539,0.41773635,Medium Intent,Send educational content about Nattoguard benefits,0,1,Moderate Interest Visitors,Priority 3 - Education Needed,Educational Nurture Campaign,Email Newsletter / Product Education,digestive_health_education
8947,0.110150754,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
4487,0.95826983,High Intent,Send checkout reminder or limited-time offer,1,1,Moderate Interest Visitors,Priority 2 - Strong Conversion Opportunity,Retargeting + Offer Campaign,Email + Meta Retargeting Ads,product_benefits
9117,0.13974634,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
897,0.025237164,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
10741,0.45278147,Medium Intent,Send educational content about Nattoguard benefits,0,1,Moderate Interest Visitors,Priority 3 - Education Needed,Educational Nurture Campaign,Email Newsletter / Product Education,digestive_health_education
4000,0.007880811,Low Intent,Retarget with awareness ad or product education,0,2,High-Value Intent Users,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
11283,0.30303422,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
2435,0.42386907,Medium Intent,Send educational content about Nattoguard benefits,0,2,High-Value Intent Users,Priority 2 - Strong Conversion Opportunity,Retargeting + Offer Campaign,Email + Meta Retargeting Ads,product_benefits
5830,0.29168966,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
11368,0.28882277,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
5439,0.9760543,High Intent,Send checkout reminder or limited-time offer,1,1,Moderate Interest Visitors,Priority 2 - Strong Conversion Opportunity,Retargeting + Offer Campaign,Email + Meta Retargeting Ads,product_benefits
5886,0.2992331,Low Intent,Retarget with awareness ad or product education,0,2,High-Value Intent Users,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
8461,0.27368885,Low Intent,Retarget with awareness ad or product education,1,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
8936,0.17888273,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
9728,0.24992368,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
2837,0.0071844556,Low Intent,Retarget with awareness ad or product education,0,2,High-Value Intent Users,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
4247,0.0008479377,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
1975,0.01725001,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
859,0.030916044,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
487,0.0017790351,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
6258,0.5138123,Medium Intent,Send educational content about Nattoguard benefits,0,1,Moderate Interest Visitors,Priority 3 - Education Needed,Educational Nurture Campaign,Email Newsletter / Product Education,digestive_health_education
3297,0.007356965,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
11067,0.033584204,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
6559,0.28154102,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
3857,0.0045624827,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
11172,0.08163036,Low Intent,Retarget with awareness ad or product education,0,1,Moderate Interest Visitors,Priority 4 - Awareness / Retargeting,Awareness Campaign,Meta Awareness Ads / Blog Content,general_awareness
