session_id,purchase_probability,intent_segment,recommended_action,actual_revenue
3189,0.015532379,Low Intent,Retarget with awareness ad or product education,0
8111,0.42676044,Medium Intent,Send educational content about Nattoguard benefits,1
4373,0.011983593,Low Intent,Retarget with awareness ad or product education,0
1858,0.023980517,Low Intent,Retarget with awareness ad or product education,0
3295,0.001351673,Low Intent,Retarget with awareness ad or product education,0
4586,0.97846746,High Intent,Send checkout reminder or limited-time offer,1
711,0.009614841,Low Intent,Retarget with awareness ad or product education,0
9963,0.019449458,Low Intent,Retarget with awareness ad or product education,0
5430,0.16865025,Low Intent,Retarget with awareness ad or product education,0
10539,0.41773635,Medium Intent,Send educational content about Nattoguard benefits,0
8947,0.110150754,Low Intent,Retarget with awareness ad or product education,0
4487,0.95826983,High Intent,Send checkout reminder or limited-time offer,1
9117,0.13974634,Low Intent,Retarget with awareness ad or product education,0
897,0.025237164,Low Intent,Retarget with awareness ad or product education,0
10741,0.45278147,Medium Intent,Send educational content about Nattoguard benefits,0
4000,0.007880811,Low Intent,Retarget with awareness ad or product education,0
11283,0.30303422,Low Intent,Retarget with awareness ad or product education,0
2435,0.42386907,Medium Intent,Send educational content about Nattoguard benefits,0
5830,0.29168966,Low Intent,Retarget with awareness ad or product education,0
11368,0.28882277,Low Intent,Retarget with awareness ad or product education,0
5439,0.9760543,High Intent,Send checkout reminder or limited-time offer,1
5886,0.2992331,Low Intent,Retarget with awareness ad or product education,0
8461,0.27368885,Low Intent,Retarget with awareness ad or product education,1
8936,0.17888273,Low Intent,Retarget with awareness ad or product education,0
9728,0.24992368,Low Intent,Retarget with awareness ad or product education,0
2837,0.0071844556,Low Intent,Retarget with awareness ad or product education,0
4247,0.0008479377,Low Intent,Retarget with awareness ad or product education,0
1975,0.01725001,Low Intent,Retarget with awareness ad or product education,0
859,0.030916044,Low Intent,Retarget with awareness ad or product education,0
487,0.0017790351,Low Intent,Retarget with awareness ad or product education,0
6258,0.5138123,Medium Intent,Send educational content about Nattoguard benefits,0
3297,0.007356965,Low Intent,Retarget with awareness ad or product education,0
11067,0.033584204,Low Intent,Retarget with awareness ad or product education,0
6559,0.28154102,Low Intent,Retarget with awareness ad or product education,0
3857,0.0045624827,Low Intent,Retarget with awareness ad or product education,0
11172,0.08163036,Low Intent,Retarget with awareness ad or product education,0
3548,0.0009451056,Low Intent,Retarget with awareness ad or product education,0
11548,0.4670896,Medium Intent,Send educational content about Nattoguard benefits,0
1304,0.0013875518,Low Intent,Retarget with awareness ad or product education,0
9925,0.25027987,Low Intent,Retarget with awareness ad or product education,1
196,0.8962023,High Intent,Send checkout reminder or limited-time offer,1
10277,0.17006953,Low Intent,Retarget with awareness ad or product education,0
1881,0.014062524,Low Intent,Retarget with awareness ad or product education,0
12024,0.19213973,Low Intent,Retarget with awareness ad or product education,0
6644,0.14406684,Low Intent,Retarget with awareness ad or product education,0
11454,0.24508356,Low Intent,Retarget with awareness ad or product education,0
2002,0.017974861,Low Intent,Retarget with awareness ad or product education,0
12063,0.84172976,High Intent,Send checkout reminder or limited-time offer,0
1328,0.021082897,Low Intent,Retarget with awareness ad or product education,0
6560,0.9228828,High Intent,Send checkout reminder or limited-time offer,1
8504,0.56350946,Medium Intent,Send educational content about Nattoguard benefits,0
11253,0.0686777,Low Intent,Retarget with awareness ad or product education,0
10471,0.16448042,Low Intent,Retarget with awareness ad or product education,0
8006,0.72117907,Medium Intent,Send educational content about Nattoguard benefits,1
4552,0.9477356,High Intent,Send checkout reminder or limited-time offer,1
373,0.017054116,Low Intent,Retarget with awareness ad or product education,0
659,0.0034715019,Low Intent,Retarget with awareness ad or product education,0
11547,0.18206435,Low Intent,Retarget with awareness ad or product education,0
73,0.07512546,Low Intent,Retarget with awareness ad or product education,0
8206,0.014366959,Low Intent,Retarget with awareness ad or product education,0
2303,0.0033464022,Low Intent,Retarget with awareness ad or product education,0
10695,0.06880389,Low Intent,Retarget with awareness ad or product education,0
5731,0.5337654,Medium Intent,Send educational content about Nattoguard benefits,1
4610,0.19656439,Low Intent,Retarget with awareness ad or product education,0
8573,0.8180937,High Intent,Send checkout reminder or limited-time offer,1
6292,0.09915497,Low Intent,Retarget with awareness ad or product education,0
5017,0.6988825,Medium Intent,Send educational content about Nattoguard benefits,0
3031,0.007752371,Low Intent,Retarget with awareness ad or product education,0
7472,0.72248024,Medium Intent,Send educational content about Nattoguard benefits,0
11081,0.107862875,Low Intent,Retarget with awareness ad or product education,0
5581,0.09692651,Low Intent,Retarget with awareness ad or product education,0
9492,0.16859205,Low Intent,Retarget with awareness ad or product education,0
9858,0.86771953,High Intent,Send checkout reminder or limited-time offer,0
1796,0.0021285433,Low Intent,Retarget with awareness ad or product education,0
4382,0.84879375,High Intent,Send checkout reminder or limited-time offer,0
2604,0.0015998473,Low Intent,Retarget with awareness ad or product education,0
8971,0.0040582274,Low Intent,Retarget with awareness ad or product education,0
6814,0.98824304,High Intent,Send checkout reminder or limited-time offer,1
896,0.00610025,Low Intent,Retarget with awareness ad or product education,0
993,0.0018374413,Low Intent,Retarget with awareness ad or product education,0
6564,0.28008443,Low Intent,Retarget with awareness ad or product education,0
11828,0.038220696,Low Intent,Retarget with awareness ad or product education,0
873,0.023217684,Low Intent,Retarget with awareness ad or product education,0
423,0.004470538,Low Intent,Retarget with awareness ad or product education,0
4769,0.7554343,High Intent,Send checkout reminder or limited-time offer,1
8961,0.35203475,Low Intent,Retarget with awareness ad or product education,0
3427,0.0034483564,Low Intent,Retarget with awareness ad or product education,0
4002,0.0011781775,Low Intent,Retarget with awareness ad or product education,0
8945,0.66283226,Medium Intent,Send educational content about Nattoguard benefits,1
336,0.03297112,Low Intent,Retarget with awareness ad or product education,0
4952,0.0014594238,Low Intent,Retarget with awareness ad or product education,0
348,0.010682867,Low Intent,Retarget with awareness ad or product education,0
10676,0.9225019,High Intent,Send checkout reminder or limited-time offer,1
8789,0.6226628,Medium Intent,Send educational content about Nattoguard benefits,1
11694,0.042728722,Low Intent,Retarget with awareness ad or product education,0
7718,0.027175019,Low Intent,Retarget with awareness ad or product education,0
11886,0.17652008,Low Intent,Retarget with awareness ad or product education,0
8771,0.908801,High Intent,Send checkout reminder or limited-time offer,0
8600,0.548631,Medium Intent,Send educational content about Nattoguard benefits,0
718,0.01527371,Low Intent,Retarget with awareness ad or product education,0
6222,0.9612992,High Intent,Send checkout reminder or limited-time offer,1
1253,0.006074804,Low Intent,Retarget with awareness ad or product education,0
7132,0.19594166,Low Intent,Retarget with awareness ad or product education,0
7242,0.19051884,Low Intent,Retarget with awareness ad or product education,1
8195,0.09760068,Low Intent,Retarget with awareness ad or product education,0
11745,0.079537004,Low Intent,Retarget with awareness ad or product education,0
10926,0.31889132,Low Intent,Retarget with awareness ad or product education,1
5939,0.12079339,Low Intent,Retarget with awareness ad or product education,0
1439,0.0027738423,Low Intent,Retarget with awareness ad or product education,0
6858,0.2222145,Low Intent,Retarget with awareness ad or product education,0
2417,0.84955055,High Intent,Send checkout reminder or limited-time offer,0
11801,0.31667852,Low Intent,Retarget with awareness ad or product education,0
263,0.016105503,Low Intent,Retarget with awareness ad or product education,0
10513,0.06199934,Low Intent,Retarget with awareness ad or product education,1
7799,0.9796895,High Intent,Send checkout reminder or limited-time offer,1
6403,0.5663495,Medium Intent,Send educational content about Nattoguard benefits,0
11036,0.4177895,Medium Intent,Send educational content about Nattoguard benefits,0
6759,0.14347437,Low Intent,Retarget with awareness ad or product education,0
6542,0.20060903,Low Intent,Retarget with awareness ad or product education,0
11956,0.28807446,Low Intent,Retarget with awareness ad or product education,0
5663,0.20398256,Low Intent,Retarget with awareness ad or product education,0
12037,0.3135296,Low Intent,Retarget with awareness ad or product education,0
6233,0.8662235,High Intent,Send checkout reminder or limited-time offer,1
7702,0.30092254,Low Intent,Retarget with awareness ad or product education,0
4823,0.000618957,Low Intent,Retarget with awareness ad or product education,0
4592,0.01215741,Low Intent,Retarget with awareness ad or product education,0
11855,0.77000886,High Intent,Send checkout reminder or limited-time offer,0
10508,0.22150849,Low Intent,Retarget with awareness ad or product education,0
5785,0.025834158,Low Intent,Retarget with awareness ad or product education,0
3614,0.0015953676,Low Intent,Retarget with awareness ad or product education,0
7558,0.18924308,Low Intent,Retarget with awareness ad or product education,0
5180,0.5573212,Medium Intent,Send educational content about Nattoguard benefits,0
4133,0.0056820204,Low Intent,Retarget with awareness ad or product education,0
10212,0.75916934,High Intent,Send checkout reminder or limited-time offer,0
2218,0.009310079,Low Intent,Retarget with awareness ad or product education,0
9954,0.7375898,Medium Intent,Send educational content about Nattoguard benefits,0
8341,0.8944251,High Intent,Send checkout reminder or limited-time offer,0
7765,0.9710261,High Intent,Send checkout reminder or limited-time offer,1
5172,0.00834861,Low Intent,Retarget with awareness ad or product education,0
96,0.036251538,Low Intent,Retarget with awareness ad or product education,0
917,0.0014563154,Low Intent,Retarget with awareness ad or product education,0
823,0.022492293,Low Intent,Retarget with awareness ad or product education,0
1931,0.0066290437,Low Intent,Retarget with awareness ad or product education,0
161,0.027904363,Low Intent,Retarget with awareness ad or product education,0
970,0.03199458,Low Intent,Retarget with awareness ad or product education,0
1454,0.020347988,Low Intent,Retarget with awareness ad or product education,0
9337,0.048103232,Low Intent,Retarget with awareness ad or product education,0
4716,0.016933953,Low Intent,Retarget with awareness ad or product education,0
164,0.01598827,Low Intent,Retarget with awareness ad or product education,0
1235,0.0100365225,Low Intent,Retarget with awareness ad or product education,0
8133,0.019780925,Low Intent,Retarget with awareness ad or product education,0
11662,0.74676406,Medium Intent,Send educational content about Nattoguard benefits,1
1671,0.015128938,Low Intent,Retarget with awareness ad or product education,0
852,0.014107039,Low Intent,Retarget with awareness ad or product education,0
2251,0.010614014,Low Intent,Retarget with awareness ad or product education,0
1935,0.025061637,Low Intent,Retarget with awareness ad or product education,0
11631,0.13188003,Low Intent,Retarget with awareness ad or product education,0
1924,0.022367977,Low Intent,Retarget with awareness ad or product education,0
2608,0.010035945,Low Intent,Retarget with awareness ad or product education,0
447,0.030964263,Low Intent,Retarget with awareness ad or product education,0
12154,0.5293196,Medium Intent,Send educational content about Nattoguard benefits,0
4766,0.0017802335,Low Intent,Retarget with awareness ad or product education,0
11273,0.32730123,Low Intent,Retarget with awareness ad or product education,0
2141,0.017306523,Low Intent,Retarget with awareness ad or product education,0
1906,0.033378545,Low Intent,Retarget with awareness ad or product education,0
11877,0.15348768,Low Intent,Retarget with awareness ad or product education,0
6891,0.96962535,High Intent,Send checkout reminder or limited-time offer,1
2547,0.9872311,High Intent,Send checkout reminder or limited-time offer,1
2013,0.031141236,Low Intent,Retarget with awareness ad or product education,0
9151,0.015816862,Low Intent,Retarget with awareness ad or product education,0
7271,0.6119061,Medium Intent,Send educational content about Nattoguard benefits,1
7591,0.34174567,Low Intent,Retarget with awareness ad or product education,1
10782,0.06675387,Low Intent,Retarget with awareness ad or product education,0
3727,0.0067663854,Low Intent,Retarget with awareness ad or product education,0
9138,0.031670436,Low Intent,Retarget with awareness ad or product education,0
10044,0.2098991,Low Intent,Retarget with awareness ad or product education,0
9532,0.22449337,Low Intent,Retarget with awareness ad or product education,0
7936,0.08428477,Low Intent,Retarget with awareness ad or product education,0
3430,0.007642962,Low Intent,Retarget with awareness ad or product education,0
11790,0.8750573,High Intent,Send checkout reminder or limited-time offer,0
7917,0.04857707,Low Intent,Retarget with awareness ad or product education,0
1920,0.96055526,High Intent,Send checkout reminder or limited-time offer,1
9380,0.08136116,Low Intent,Retarget with awareness ad or product education,0
755,0.021990698,Low Intent,Retarget with awareness ad or product education,0
8064,0.06422858,Low Intent,Retarget with awareness ad or product education,0
4532,0.00911309,Low Intent,Retarget with awareness ad or product education,0
312,0.029810866,Low Intent,Retarget with awareness ad or product education,0
12180,0.18296695,Low Intent,Retarget with awareness ad or product education,0
9224,0.2092502,Low Intent,Retarget with awareness ad or product education,0
543,0.016073331,Low Intent,Retarget with awareness ad or product education,0
10258,0.097397335,Low Intent,Retarget with awareness ad or product education,0
2195,0.0048098736,Low Intent,Retarget with awareness ad or product education,0
8695,0.6540391,Medium Intent,Send educational content about Nattoguard benefits,1
8496,0.64002264,Medium Intent,Send educational content about Nattoguard benefits,0
8891,0.43687066,Medium Intent,Send educational content about Nattoguard benefits,0
12158,0.06401204,Low Intent,Retarget with awareness ad or product education,0
7251,0.224946,Low Intent,Retarget with awareness ad or product education,0
10248,0.9875844,High Intent,Send checkout reminder or limited-time offer,1
11836,0.23907574,Low Intent,Retarget with awareness ad or product education,0
6672,0.93538994,High Intent,Send checkout reminder or limited-time offer,0
11071,0.10518567,Low Intent,Retarget with awareness ad or product education,0
9612,0.07176169,Low Intent,Retarget with awareness ad or product education,0
2373,0.005700891,Low Intent,Retarget with awareness ad or product education,0
12185,0.17642982,Low Intent,Retarget with awareness ad or product education,0
10717,0.1244838,Low Intent,Retarget with awareness ad or product education,0
6671,0.09477575,Low Intent,Retarget with awareness ad or product education,0
6868,0.27218232,Low Intent,Retarget with awareness ad or product education,0
3963,0.0005320715,Low Intent,Retarget with awareness ad or product education,0
6257,0.013078796,Low Intent,Retarget with awareness ad or product education,0
10501,0.211736,Low Intent,Retarget with awareness ad or product education,0
11269,0.9772486,High Intent,Send checkout reminder or limited-time offer,1
6957,0.0073737265,Low Intent,Retarget with awareness ad or product education,0
9032,0.16238491,Low Intent,Retarget with awareness ad or product education,0
2578,0.0076409257,Low Intent,Retarget with awareness ad or product education,0
7549,0.36797616,Low Intent,Retarget with awareness ad or product education,0
11507,0.18137173,Low Intent,Retarget with awareness ad or product education,0
8113,0.35918507,Low Intent,Retarget with awareness ad or product education,0
7213,0.27105895,Low Intent,Retarget with awareness ad or product education,0
4848,0.8696087,High Intent,Send checkout reminder or limited-time offer,1
1309,0.0054716924,Low Intent,Retarget with awareness ad or product education,0
12192,0.111054264,Low Intent,Retarget with awareness ad or product education,0
7643,0.24406722,Low Intent,Retarget with awareness ad or product education,0
975,0.016120698,Low Intent,Retarget with awareness ad or product education,0
8639,0.6962074,Medium Intent,Send educational content about Nattoguard benefits,0
4245,0.0034530885,Low Intent,Retarget with awareness ad or product education,0
9975,0.7763768,High Intent,Send checkout reminder or limited-time offer,0
7977,0.09100241,Low Intent,Retarget with awareness ad or product education,0
10134,0.1351661,Low Intent,Retarget with awareness ad or product education,0
4265,0.72281533,Medium Intent,Send educational content about Nattoguard benefits,0
8712,0.030269835,Low Intent,Retarget with awareness ad or product education,0
1113,0.0067180297,Low Intent,Retarget with awareness ad or product education,0
9632,0.94976175,High Intent,Send checkout reminder or limited-time offer,1
8065,0.22054316,Low Intent,Retarget with awareness ad or product education,0
588,0.0071449233,Low Intent,Retarget with awareness ad or product education,0
3001,0.72065985,Medium Intent,Send educational content about Nattoguard benefits,0
5010,0.0016507775,Low Intent,Retarget with awareness ad or product education,0
2174,0.0060146353,Low Intent,Retarget with awareness ad or product education,0
1153,0.034120668,Low Intent,Retarget with awareness ad or product education,0
5643,0.23380508,Low Intent,Retarget with awareness ad or product education,0
10135,0.36089665,Low Intent,Retarget with awareness ad or product education,0
9298,0.0981427,Low Intent,Retarget with awareness ad or product education,0
8223,0.40108234,Medium Intent,Send educational content about Nattoguard benefits,0
8105,0.44679826,Medium Intent,Send educational content about Nattoguard benefits,0
1871,0.0017683938,Low Intent,Retarget with awareness ad or product education,0
3824,0.3130268,Low Intent,Retarget with awareness ad or product education,0
10061,0.15874498,Low Intent,Retarget with awareness ad or product education,0
9450,0.93693304,High Intent,Send checkout reminder or limited-time offer,1
5212,0.9530289,High Intent,Send checkout reminder or limited-time offer,1
761,0.022390641,Low Intent,Retarget with awareness ad or product education,0
7456,0.4149777,Medium Intent,Send educational content about Nattoguard benefits,0
1004,0.009446573,Low Intent,Retarget with awareness ad or product education,0
1028,0.9364215,High Intent,Send checkout reminder or limited-time offer,1
11731,0.7424316,Medium Intent,Send educational content about Nattoguard benefits,0
3498,0.00603929,Low Intent,Retarget with awareness ad or product education,0
3306,0.0064298576,Low Intent,Retarget with awareness ad or product education,0
4651,0.013677662,Low Intent,Retarget with awareness ad or product education,0
11302,0.032110013,Low Intent,Retarget with awareness ad or product education,0
6264,0.1169918,Low Intent,Retarget with awareness ad or product education,0
10442,0.46509644,Medium Intent,Send educational content about Nattoguard benefits,1
5166,0.0092560025,Low Intent,Retarget with awareness ad or product education,0
9867,0.53032243,Medium Intent,Send educational content about Nattoguard benefits,0
2677,0.010123328,Low Intent,Retarget with awareness ad or product education,0
1806,0.017977191,Low Intent,Retarget with awareness ad or product education,0
360,0.013068035,Low Intent,Retarget with awareness ad or product education,0
696,0.022869427,Low Intent,Retarget with awareness ad or product education,0
11331,0.9373071,High Intent,Send checkout reminder or limited-time offer,1
4718,0.019139731,Low Intent,Retarget with awareness ad or product education,0
10730,0.9085338,High Intent,Send checkout reminder or limited-time offer,0
6928,0.13823678,Low Intent,Retarget with awareness ad or product education,0
8565,0.02792418,Low Intent,Retarget with awareness ad or product education,0
9315,0.019855786,Low Intent,Retarget with awareness ad or product education,0
2089,0.004856316,Low Intent,Retarget with awareness ad or product education,0
6570,0.011930171,Low Intent,Retarget with awareness ad or product education,0
7227,0.27581787,Low Intent,Retarget with awareness ad or product education,0
10896,0.27196082,Low Intent,Retarget with awareness ad or product education,0
2679,0.48643643,Medium Intent,Send educational content about Nattoguard benefits,0
3634,0.0005521507,Low Intent,Retarget with awareness ad or product education,0
1101,0.0009153971,Low Intent,Retarget with awareness ad or product education,0
5317,0.7819511,High Intent,Send checkout reminder or limited-time offer,1
7453,0.14133912,Low Intent,Retarget with awareness ad or product education,0
11414,0.9362526,High Intent,Send checkout reminder or limited-time offer,1
5113,0.97364455,High Intent,Send checkout reminder or limited-time offer,1
9462,0.09360789,Low Intent,Retarget with awareness ad or product education,0
10178,0.093075395,Low Intent,Retarget with awareness ad or product education,0
10614,0.17899011,Low Intent,Retarget with awareness ad or product education,0
4949,0.9741372,High Intent,Send checkout reminder or limited-time offer,1
11080,0.5504353,Medium Intent,Send educational content about Nattoguard benefits,0
8979,0.16259186,Low Intent,Retarget with awareness ad or product education,0
6044,0.27920237,Low Intent,Retarget with awareness ad or product education,0
2523,0.92993265,High Intent,Send checkout reminder or limited-time offer,0
3092,0.009384488,Low Intent,Retarget with awareness ad or product education,0
6189,0.25586742,Low Intent,Retarget with awareness ad or product education,0
4620,0.005806792,Low Intent,Retarget with awareness ad or product education,0
11017,0.054719083,Low Intent,Retarget with awareness ad or product education,0
2594,0.0062388643,Low Intent,Retarget with awareness ad or product education,0
3671,0.009444472,Low Intent,Retarget with awareness ad or product education,0
11897,0.5302785,Medium Intent,Send educational content about Nattoguard benefits,1
9906,0.10588145,Low Intent,Retarget with awareness ad or product education,0
3607,0.008531527,Low Intent,Retarget with awareness ad or product education,0
7234,0.38470677,Low Intent,Retarget with awareness ad or product education,1
8454,0.10603619,Low Intent,Retarget with awareness ad or product education,0
10524,0.33228186,Low Intent,Retarget with awareness ad or product education,0
8481,0.65922236,Medium Intent,Send educational content about Nattoguard benefits,1
6864,0.17973769,Low Intent,Retarget with awareness ad or product education,0
2573,0.0068002264,Low Intent,Retarget with awareness ad or product education,0
5184,0.0046367506,Low Intent,Retarget with awareness ad or product education,0
10520,0.24736442,Low Intent,Retarget with awareness ad or product education,0
9125,0.9298001,High Intent,Send checkout reminder or limited-time offer,1
10280,0.96167,High Intent,Send checkout reminder or limited-time offer,1
4134,0.02197875,Low Intent,Retarget with awareness ad or product education,0
6684,0.8580068,High Intent,Send checkout reminder or limited-time offer,0
6781,0.35502508,Low Intent,Retarget with awareness ad or product education,0
3797,0.0060235476,Low Intent,Retarget with awareness ad or product education,0
8425,0.06768668,Low Intent,Retarget with awareness ad or product education,0
10924,0.27009252,Low Intent,Retarget with awareness ad or product education,0
841,0.02562386,Low Intent,Retarget with awareness ad or product education,0
3834,0.9691367,High Intent,Send checkout reminder or limited-time offer,1
11023,0.22188187,Low Intent,Retarget with awareness ad or product education,0
8560,0.20549342,Low Intent,Retarget with awareness ad or product education,0
3233,0.006574456,Low Intent,Retarget with awareness ad or product education,0
10836,0.16154568,Low Intent,Retarget with awareness ad or product education,0
2742,0.018704496,Low Intent,Retarget with awareness ad or product education,0
10065,0.8649337,High Intent,Send checkout reminder or limited-time offer,1
2923,0.0016510221,Low Intent,Retarget with awareness ad or product education,0
358,0.01251291,Low Intent,Retarget with awareness ad or product education,0
10033,0.9330689,High Intent,Send checkout reminder or limited-time offer,1
7351,0.8669492,High Intent,Send checkout reminder or limited-time offer,1
5452,0.5788119,Medium Intent,Send educational content about Nattoguard benefits,0
3533,0.0020375515,Low Intent,Retarget with awareness ad or product education,0
2359,0.033504184,Low Intent,Retarget with awareness ad or product education,0
1265,0.014772328,Low Intent,Retarget with awareness ad or product education,0
11234,0.89417326,High Intent,Send checkout reminder or limited-time offer,1
4456,0.007115433,Low Intent,Retarget with awareness ad or product education,0
3121,0.0053242347,Low Intent,Retarget with awareness ad or product education,0
8937,0.30724987,Low Intent,Retarget with awareness ad or product education,0
5707,0.32480487,Low Intent,Retarget with awareness ad or product education,0
8699,0.09229922,Low Intent,Retarget with awareness ad or product education,0
1428,0.5225441,Medium Intent,Send educational content about Nattoguard benefits,1
3896,0.004564177,Low Intent,Retarget with awareness ad or product education,0
3768,0.0031974763,Low Intent,Retarget with awareness ad or product education,0
6610,0.19374195,Low Intent,Retarget with awareness ad or product education,0
4480,0.00388606,Low Intent,Retarget with awareness ad or product education,0
6451,0.26928335,Low Intent,Retarget with awareness ad or product education,0
6097,0.17649436,Low Intent,Retarget with awareness ad or product education,0
8685,0.22671247,Low Intent,Retarget with awareness ad or product education,0
248,0.016310371,Low Intent,Retarget with awareness ad or product education,0
5799,0.011022934,Low Intent,Retarget with awareness ad or product education,0
7055,0.011019555,Low Intent,Retarget with awareness ad or product education,0
4042,0.005609688,Low Intent,Retarget with awareness ad or product education,0
8038,0.9774473,High Intent,Send checkout reminder or limited-time offer,1
6358,0.25566286,Low Intent,Retarget with awareness ad or product education,0
2770,0.015448635,Low Intent,Retarget with awareness ad or product education,0
4856,0.0113035925,Low Intent,Retarget with awareness ad or product education,0
9882,0.018066578,Low Intent,Retarget with awareness ad or product education,0
1146,0.013300144,Low Intent,Retarget with awareness ad or product education,0
2617,0.7977866,High Intent,Send checkout reminder or limited-time offer,1
4658,0.0023576377,Low Intent,Retarget with awareness ad or product education,0
4080,0.00839832,Low Intent,Retarget with awareness ad or product education,0
2459,0.0072182915,Low Intent,Retarget with awareness ad or product education,0
11840,0.05153234,Low Intent,Retarget with awareness ad or product education,0
7102,0.14036341,Low Intent,Retarget with awareness ad or product education,0
3340,0.01161149,Low Intent,Retarget with awareness ad or product education,0
8762,0.08964792,Low Intent,Retarget with awareness ad or product education,0
10830,0.53559804,Medium Intent,Send educational content about Nattoguard benefits,0
7607,0.2637643,Low Intent,Retarget with awareness ad or product education,0
7568,0.04898125,Low Intent,Retarget with awareness ad or product education,0
6748,0.79591876,High Intent,Send checkout reminder or limited-time offer,0
6018,0.41746357,Medium Intent,Send educational content about Nattoguard benefits,0
513,0.010397525,Low Intent,Retarget with awareness ad or product education,0
2651,0.40966082,Medium Intent,Send educational content about Nattoguard benefits,0
3358,0.01222079,Low Intent,Retarget with awareness ad or product education,0
4506,0.0105191795,Low Intent,Retarget with awareness ad or product education,0
3088,0.00085172383,Low Intent,Retarget with awareness ad or product education,0
10427,0.3393177,Low Intent,Retarget with awareness ad or product education,0
8028,0.605369,Medium Intent,Send educational content about Nattoguard benefits,0
4489,0.8782147,High Intent,Send checkout reminder or limited-time offer,1
9568,0.18010542,Low Intent,Retarget with awareness ad or product education,0
5005,0.9404849,High Intent,Send checkout reminder or limited-time offer,1
5828,0.12902358,Low Intent,Retarget with awareness ad or product education,0
11315,0.4359507,Medium Intent,Send educational content about Nattoguard benefits,0
1841,0.035114363,Low Intent,Retarget with awareness ad or product education,0
4045,0.0039318237,Low Intent,Retarget with awareness ad or product education,0
1766,0.013163064,Low Intent,Retarget with awareness ad or product education,0
11489,0.48317888,Medium Intent,Send educational content about Nattoguard benefits,0
11224,0.83349293,High Intent,Send checkout reminder or limited-time offer,0
1641,0.013328238,Low Intent,Retarget with awareness ad or product education,0
875,0.022700692,Low Intent,Retarget with awareness ad or product education,0
2897,0.91684186,High Intent,Send checkout reminder or limited-time offer,1
2128,0.48974207,Medium Intent,Send educational content about Nattoguard benefits,1
10340,0.08453874,Low Intent,Retarget with awareness ad or product education,0
4187,0.01567702,Low Intent,Retarget with awareness ad or product education,0
4893,0.019910747,Low Intent,Retarget with awareness ad or product education,0
5904,0.19987658,Low Intent,Retarget with awareness ad or product education,0
8848,0.14562021,Low Intent,Retarget with awareness ad or product education,0
7691,0.9604165,High Intent,Send checkout reminder or limited-time offer,1
9614,0.38890868,Low Intent,Retarget with awareness ad or product education,0
2337,0.014696216,Low Intent,Retarget with awareness ad or product education,0
675,0.021914704,Low Intent,Retarget with awareness ad or product education,0
591,0.77884483,High Intent,Send checkout reminder or limited-time offer,1
7664,0.066036716,Low Intent,Retarget with awareness ad or product education,0
5500,0.14730252,Low Intent,Retarget with awareness ad or product education,0
11304,0.47200072,Medium Intent,Send educational content about Nattoguard benefits,0
2293,0.009296964,Low Intent,Retarget with awareness ad or product education,0
2838,0.006704892,Low Intent,Retarget with awareness ad or product education,0
5832,0.12241074,Low Intent,Retarget with awareness ad or product education,0
3838,0.99459654,High Intent,Send checkout reminder or limited-time offer,1
7981,0.0117363185,Low Intent,Retarget with awareness ad or product education,0
2767,0.00067825936,Low Intent,Retarget with awareness ad or product education,0
64,0.0037460115,Low Intent,Retarget with awareness ad or product education,0
7484,0.9507429,High Intent,Send checkout reminder or limited-time offer,0
11644,0.11489124,Low Intent,Retarget with awareness ad or product education,0
9616,0.1656636,Low Intent,Retarget with awareness ad or product education,0
1162,0.03184741,Low Intent,Retarget with awareness ad or product education,0
7171,0.22175407,Low Intent,Retarget with awareness ad or product education,0
10326,0.89366215,High Intent,Send checkout reminder or limited-time offer,1
10076,0.54220957,Medium Intent,Send educational content about Nattoguard benefits,0
6825,0.8328612,High Intent,Send checkout reminder or limited-time offer,0
10866,0.466605,Medium Intent,Send educational content about Nattoguard benefits,1
12184,0.13776559,Low Intent,Retarget with awareness ad or product education,0
8946,0.70957714,Medium Intent,Send educational content about Nattoguard benefits,0
8325,0.35742623,Low Intent,Retarget with awareness ad or product education,0
2300,0.0021840783,Low Intent,Retarget with awareness ad or product education,0
4707,0.015634144,Low Intent,Retarget with awareness ad or product education,0
3955,0.008157148,Low Intent,Retarget with awareness ad or product education,0
11028,0.8378558,High Intent,Send checkout reminder or limited-time offer,1
10550,0.06991161,Low Intent,Retarget with awareness ad or product education,0
5171,0.011123838,Low Intent,Retarget with awareness ad or product education,0
3589,0.9181862,High Intent,Send checkout reminder or limited-time offer,0
6186,0.25273895,Low Intent,Retarget with awareness ad or product education,1
5448,0.09725354,Low Intent,Retarget with awareness ad or product education,0
2123,0.0046420507,Low Intent,Retarget with awareness ad or product education,0
8574,0.9673023,High Intent,Send checkout reminder or limited-time offer,1
8351,0.012516517,Low Intent,Retarget with awareness ad or product education,0
5411,0.989931,High Intent,Send checkout reminder or limited-time offer,1
5090,0.004633497,Low Intent,Retarget with awareness ad or product education,0
996,0.03915633,Low Intent,Retarget with awareness ad or product education,0
9908,0.044198044,Low Intent,Retarget with awareness ad or product education,0
7569,0.2965381,Low Intent,Retarget with awareness ad or product education,0
5334,0.0045671263,Low Intent,Retarget with awareness ad or product education,0
8400,0.15877506,Low Intent,Retarget with awareness ad or product education,0
1519,0.013656848,Low Intent,Retarget with awareness ad or product education,0
3046,0.0052580656,Low Intent,Retarget with awareness ad or product education,0
5275,0.0036737653,Low Intent,Retarget with awareness ad or product education,0
